,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,geocode,latitude,longitude
5567,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,89.768,1,0.3,-2.5648,"Near North Side, Chicago, Cook County, Illinois, 60610, United States",41.9040108375,-87.63598730245535
5568,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Copiers,959.984,2,0.2,335.9944,"Near North Side, Chicago, Cook County, Illinois, 60610, United States",41.9040108375,-87.63598730245535
5569,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,15.552,3,0.2,5.6376,"Near North Side, Chicago, Cook County, Illinois, 60610, United States",41.9040108375,-87.63598730245535
5570,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Phones,34.36,1,0.2,-7.3015,"Near North Side, Chicago, Cook County, Illinois, 60610, United States",41.9040108375,-87.63598730245535
5571,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,98.376,3,0.2,35.6613,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
5572,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,29.94,4,0.7,-23.952,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
5573,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,17.472,3,0.2,5.6784,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
5574,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,36.738,1,0.4,-9.1845,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
5575,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,179.94,2,0.4,-44.985,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
5576,Standard Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,383.64,6,0.0,122.7648,"Pasadena, Los Angeles County, California, 91104, United States",34.16546913378378,-118.12298814797296
5577,Standard Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Appliances,56.52,3,0.0,15.8256,"Pasadena, Los Angeles County, California, 91104, United States",34.16546913378378,-118.12298814797296
5578,Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Art,6.56,2,0.0,1.9024,90004,34.073026752459015,-118.30155263934427
5579,Second Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,243.92,5,0.2,-15.245,90004,34.073026752459015,-118.30155263934427
5580,Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,47.52,9,0.0,22.8096,90004,34.073026752459015,-118.30155263934427
5581,Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Furniture,Furnishings,19.98,1,0.0,8.5914,"Clinton, Prince George's County, Maryland, 20735, United States",38.75511284985866,-76.8997856851272
5582,Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Art,8.0,5,0.0,3.44,"Manhattan, New York County, City of New York, New York, 10024, United States",40.786293471355805,-73.97560436394984
5583,Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,6.16,2,0.0,1.9712,"San Diego, San Diego County, California, 92037, United States",32.83542970669773,-117.26031859320176
5584,Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,83.56,4,0.0,1.6712,"Manhattan, New York County, City of New York, New York, 10011, United States",40.74085489441692,-73.99943298031053
5585,Standard Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,546.06,3,0.0,163.818,"Manhattan, New York County, City of New York, New York, 10011, United States",40.74085489441692,-73.99943298031053
5586,Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,269.49,3,0.0,5.3898,"Manhattan, New York County, City of New York, New York, 10011, United States",40.74085489441692,-73.99943298031053
5587,First Class,Consumer,United States,Lancaster,California,93534,West,Office Supplies,Fasteners,10.9,5,0.0,3.597,"Lancaster, Los Angeles County, CAL Fire Southern Region, California, 93534, United States",34.691539652567975,-118.14135359063444
5588,Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Binders,6.096,2,0.2,2.2098,"Great Falls, Cascade County, Montana, 59405, United States",47.49590049318182,-111.26374107954545
5589,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,34.05,3,0.0,9.534,"Arcueil, Arrondissement de L'Haÿ-les-Roses, Val-de-Marne, Île-de-France, France métropolitaine, 94110, France",48.80657259055118,2.3333345708661417
5590,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,352.38,2,0.0,81.0474,"Arcueil, Arrondissement de L'Haÿ-les-Roses, Val-de-Marne, Île-de-France, France métropolitaine, 94110, France",48.80657259055118,2.3333345708661417
5591,Second Class,Corporate,United States,Lakewood,New Jersey,8701,East,Furniture,Chairs,245.98,2,0.0,27.0578,"Marcali, Marcali járás, Somogy megye, Dél-Dunántúl, Dunántúl, 8701, Magyarország",46.5813894,17.412114
5592,Second Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,18.94,1,0.0,9.47,"Marcali, Marcali járás, Somogy megye, Dél-Dunántúl, Dunántúl, 8701, Magyarország",46.5813894,17.412114
5593,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,59.913,7,0.7,-45.9333,"Eigulių seniūnija, Kaunas, Kauno miesto savivaldybė, Kauno apskritis, 44105, Lietuva",54.95312526590909,23.942363329545454
5594,Same Day,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,391.98,2,0.0,109.7544,"Fauske, Nordland, Norge",67.23671525,15.784422075480048
5595,Same Day,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,437.85,3,0.0,131.355,"Fauske, Nordland, Norge",67.23671525,15.784422075480048
5596,Standard Class,Consumer,United States,Concord,New Hampshire,3301,East,Office Supplies,Binders,68.62,2,0.0,32.2514,"Illizi ⵉⵍⵍⵉⵣⵉ إليزي, دائرة إليزي, Illizi ⵉⵍⵍⵉⵣⵉ إليزي, 33000, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر",26.504191,8.479926
5597,Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Supplies,25.02,3,0.0,6.5052,"Kaštel Lukšić, Grad Kaštela, Splitsko-dalmatinska županija, 21215, Hrvatska",43.55291413636364,16.36371860909091
5598,Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,10.71,3,0.0,2.7846,"Kaštel Lukšić, Grad Kaštela, Splitsko-dalmatinska županija, 21215, Hrvatska",43.55291413636364,16.36371860909091
5599,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,55.984,2,0.2,4.1988,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
5600,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,14.48,5,0.2,4.887,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
5601,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,142.488,3,0.2,-3.5622,"Columbus, Franklin County, Ohio, 43229, United States",40.07416759199918,-82.97077208603454
5602,Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,14.16,1,0.2,1.062,"Harris County, Texas, 77041, United States",29.85049697415144,-95.58816040352481
5603,Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,79.92,5,0.2,27.972,"Harris County, Texas, 77041, United States",29.85049697415144,-95.58816040352481
5604,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,590.352,6,0.2,206.6232,"Manhattan, New York County, City of New York, New York, 10011, United States",40.74085489441692,-73.99943298031053
5605,Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,Furnishings,17.088,2,0.2,1.068,"Greensboro, Guilford County, North Carolina, 27405, United States",36.105823303346206,-79.75714083526384
5606,Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,Chairs,98.392,1,0.2,-11.0691,"Greensboro, Guilford County, North Carolina, 27405, United States",36.105823303346206,-79.75714083526384
5607,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,11.05,5,0.0,2.9835,"Manhattan, New York County, City of New York, New York, 10024, United States",40.786293471355805,-73.97560436394984
5608,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Appliances,7.78,2,0.0,2.0228,"San Francisco, CAL Fire Northern Region, California, 94109, United States",37.79402334038461,-122.42041609647436
5609,Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Technology,Accessories,659.9,2,0.0,217.767,"Ouachita Parish, Louisiana, 71203, United States",32.551912900542,-92.03916095826558
5610,First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Technology,Accessories,53.04,3,0.2,-4.641,"Šančių seniūnija, Kaunas, Kauno miesto savivaldybė, Kauno apskritis, 45231, Lietuva",54.868986057142855,23.9489773
5611,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Accessories,843.9,2,0.0,371.316,"Seattle, King County, Washington, 98105, United States",47.66461158711767,-122.29919061874065
5612,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Accessories,1496.16,9,0.0,224.424,"Seattle, King County, Washington, 98105, United States",47.66461158711767,-122.29919061874065
5613,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,117.96,2,0.0,5.898,"Manhattan, New York County, City of New York, New York, 10011, United States",40.74085489441692,-73.99943298031053
5614,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,21.3,5,0.0,8.733,"Manhattan, New York County, City of New York, New York, 10035, United States",40.79525738643744,-73.94098895105061
5615,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Appliances,1040.8,5,0.0,281.016,"Manhattan, New York County, City of New York, New York, 10035, United States",40.79525738643744,-73.94098895105061
5616,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,29.34,6,0.0,7.9218,"Manhattan, New York County, City of New York, New York, 10035, United States",40.79525738643744,-73.94098895105061
5617,Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,19.52,2,0.2,5.368,"Memphis, Shelby County, West Tennessee, Tennessee, 38109, United States",35.077135500031325,-90.06961974442356
5618,First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,443.92,4,0.0,8.8784,"San Diego, San Diego County, California, 92105, United States",32.73996396215752,-117.09493733401432
5619,Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Technology,Accessories,499.95,5,0.0,174.9825,"La Crosse, La Crosse County, Wisconsin, 54601, United States",43.79783417427273,-91.21197680227273
5620,Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Office Supplies,Art,3.04,1,0.0,1.0336,"La Crosse, La Crosse County, Wisconsin, 54601, United States",43.79783417427273,-91.21197680227273
5621,Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,Chairs,201.96,2,0.0,50.49,"La Crosse, La Crosse County, Wisconsin, 54601, United States",43.79783417427273,-91.21197680227273
5622,Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,Furnishings,68.64,11,0.0,17.16,"La Crosse, La Crosse County, Wisconsin, 54601, United States",43.79783417427273,-91.21197680227273
5623,Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,100.0,4,0.0,21.0,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90032, United States",34.070975295890406,-118.17731594246575
5624,Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,359.98,2,0.0,21.5988,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90032, United States",34.070975295890406,-118.17731594246575
5625,Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings,6.16,2,0.0,2.9568,"Seattle, King County, Washington, 98115, United States",47.68493836608715,-122.29913670628851
5626,Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Tables,2348.82,9,0.0,399.2994,"Seattle, King County, Washington, 98115, United States",47.68493836608715,-122.29913670628851
5627,Standard Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Labels,13.872,6,0.2,4.6818,"Lappi, Keskinen suuralue, Tampere, Tampereen seutukunta, Pirkanmaa, Länsi- ja Sisä-Suomen aluehallintovirasto, Manner-Suomi, 33180, Suomi / Finland",61.51053273185841,23.77786992920354
5628,Standard Class,Corporate,United States,Miami,Florida,33180,South,Furniture,Chairs,273.552,3,0.2,-13.6776,"Lappi, Keskinen suuralue, Tampere, Tampereen seutukunta, Pirkanmaa, Länsi- ja Sisä-Suomen aluehallintovirasto, Manner-Suomi, 33180, Suomi / Finland",61.51053273185841,23.77786992920354
5629,Second Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,815.292,9,0.4,-339.705,"Philadelphia, Philadelphia County, Pennsylvania, 19143, United States",39.94319624151329,-75.22317582269939
5630,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Accessories,234.45,3,0.0,103.158,"Saint-Vaury, Guéret, Creuse, Nouvelle-Aquitaine, France métropolitaine, 23320, France",46.18641877666666,1.7439053333333332
5631,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,Tables,1256.22,6,0.0,75.3732,"Saint-Vaury, Guéret, Creuse, Nouvelle-Aquitaine, France métropolitaine, 23320, France",46.18641877666666,1.7439053333333332
5632,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Binders,17.46,2,0.0,8.2062,"Saint-Vaury, Guéret, Creuse, Nouvelle-Aquitaine, France métropolitaine, 23320, France",46.18641877666666,1.7439053333333332
5633,Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,10.528,7,0.2,3.6848,"雲林縣, 臺灣省, 臺灣",23.6990775,120.5245511
5634,First Class,Home Office,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Binders,152.8,5,0.0,76.4,"Šilainių seniūnija, Kaunas, Kauno miesto savivaldybė, Kauno apskritis, 48104, Lietuva",54.93663933333334,23.8800338
5635,Standard Class,Home Office,United States,La Mesa,California,91941,West,Office Supplies,Binders,82.56,5,0.2,28.896,"La Mesa, San Diego County, California, 91941, United States",32.76048071745623,-117.00919692950566
